user_id,generation,country,subscription_status,registration_cohort,tenure_years,tenure_year_group,active_score,reactive_score,total_engagement_score,daily_active_hours_group,days_since_last_login,inactivity_by_tenure,status
886309,Gen Z,United States,Business,2022–2025 Mature,4,2–4 years,0.45696,0.77143,1.22839,4–6 hours,290,0.19863, Recently active
1490733,Gen Z,Canada,Free,2010–2012 Early adopters,15,10+ years,0.14981,0.24857,0.39839,<1 hour,255,0.04658, Recently active
637965,Boomers,Canada,Free,2016–2018 Expansion,10,8–10 years,0.09496,0.16743,0.26239,<1 hour,169,0.04630, Recently active
1525340,Gen Z,United States,Free,2013–2015 Growth,12,10+ years,0.54781,0.71914,1.26695,4–6 hours,328,0.07489, Recently active
761360,Millennials,Germany,Free,2022–2025 Mature,1,< 2 years,0.15204,0.14067,0.29271,<1 hour,224,0.61370,At risk
151545,Boomers,United States,Premium,2010–2012 Early adopters,15,10+ years,0.10247,0.10648,0.20895,<1 hour,212,0.03872, Recently active
997132,Boomers,United Kingdom,Premium,2013–2015 Growth,12,10+ years,0.19007,0.39105,0.58112,2–4 hours,351,0.08014, Recently active
113637,Boomers,Brazil,Business,2010–2012 Early adopters,16,10+ years,0.49834,0.75590,1.25425,6+ hours,146,0.02500, Recently active
1192842,Millennials,India,Free,2016–2018 Expansion,10,8–10 years,0.34352,0.75343,1.09695,4–6 hours,96,0.02630, Recently active
246755,Gen X,South Korea,Free,2022–2025 Mature,3,2–4 years,0.13661,0.23762,0.37423,1–2 hours,280,0.25571,Active
252257,Boomers,United States,Free,2022–2025 Mature,3,2–4 years,0.35460,0.81733,1.17193,6+ hours,256,0.23379, Recently active
601731,Gen Z,India,Free,2022–2025 Mature,4,2–4 years,0.15261,0.20629,0.35889,<1 hour,301,0.20616, Recently active
1224202,Gen X,United States,Free,2016–2018 Expansion,8,8–10 years,0.52748,0.78667,1.31415,6+ hours,268,0.09178, Recently active
1496023,Boomers,India,Free,2013–2015 Growth,12,10+ years,0.26744,0.30371,0.57115,1–2 hours,277,0.06324, Recently active
110846,Boomers,Brazil,Business,2016–2018 Expansion,9,8–10 years,0.11731,0.24914,0.36646,1–2 hours,12,0.00365, Recently active
280770,Millennials,India,Free,2022–2025 Mature,1,< 2 years,0.42612,0.81724,1.24336,6+ hours,286,0.78356,Likely churned
379576,Millennials,United States,Business,2010–2012 Early adopters,14,10+ years,0.20133,0.40990,0.61123,2–4 hours,344,0.06732, Recently active
1058736,Gen Z,United Kingdom,Business,2013–2015 Growth,13,10+ years,0.23854,0.49543,0.73397,2–4 hours,309,0.06512, Recently active
990669,Millennials,Australia,Free,2016–2018 Expansion,9,8–10 years,0.15618,0.21667,0.37285,<1 hour,127,0.03866, Recently active
853855,Millennials,Australia,Premium,2010–2012 Early adopters,15,10+ years,0.14509,0.15990,0.30499,<1 hour,121,0.02210, Recently active
408757,Gen X,United States,Free,2022–2025 Mature,3,2–4 years,0.05817,0.12438,0.18255,<1 hour,204,0.18630, Recently active
255508,Gen X,United Kingdom,Free,2019–2021 Monetization,5,5–7 years,0.35087,0.63695,0.98782,4–6 hours,273,0.14959, Recently active
1344644,Boomers,Australia,Premium,2022–2025 Mature,1,< 2 years,0.22216,0.46276,0.68493,2–4 hours,364,0.99726,Likely churned
184733,Gen Z,Australia,Free,2016–2018 Expansion,10,8–10 years,0.34407,0.42495,0.76902,2–4 hours,226,0.06192, Recently active
571722,Gen Z,Other,Business,2010–2012 Early adopters,14,10+ years,0.22648,0.43114,0.65762,2–4 hours,120,0.02348, Recently active
1267641,Gen X,Canada,Free,2022–2025 Mature,2,2–4 years,0.20979,0.47238,0.68217,2–4 hours,64,0.08767, Recently active
326964,Boomers,United States,Free,2013–2015 Growth,11,10+ years,0.22853,0.38343,0.61196,1–2 hours,299,0.07447, Recently active
915654,Gen X,Brazil,Free,2013–2015 Growth,12,10+ years,0.21217,0.37505,0.58722,2–4 hours,45,0.01027, Recently active
644609,Millennials,United States,Free,2019–2021 Monetization,5,5–7 years,0.31975,0.64114,0.96089,4–6 hours,276,0.15123, Recently active
1211158,Gen X,Canada,Free,2019–2021 Monetization,5,5–7 years,0.21367,0.39448,0.60815,2–4 hours,112,0.06137, Recently active
20773,Boomers,Australia,Premium,2010–2012 Early adopters,16,10+ years,0.29422,0.41590,0.71012,2–4 hours,73,0.01250, Recently active
924083,Gen X,India,Free,2022–2025 Mature,4,2–4 years,0.16925,0.35048,0.51972,2–4 hours,21,0.01438, Recently active
843578,Millennials,United States,Free,2016–2018 Expansion,10,8–10 years,0.21090,0.42829,0.63918,2–4 hours,66,0.01808, Recently active
711154,Gen X,Australia,Free,2022–2025 Mature,4,2–4 years,0.23491,0.47105,0.70596,2–4 hours,331,0.22671, Recently active
979347,Gen X,United States,Free,2022–2025 Mature,3,2–4 years,0.21480,0.45848,0.67327,2–4 hours,289,0.26393,Active
1188685,Millennials,United Kingdom,Free,2013–2015 Growth,12,10+ years,0.24185,0.45857,0.70042,2–4 hours,30,0.00685, Recently active
1502629,Gen X,United States,Free,2022–2025 Mature,4,2–4 years,0.19647,0.28381,0.48028,1–2 hours,69,0.04726, Recently active
1461065,Millennials,Japan,Free,2013–2015 Growth,12,10+ years,0.29351,0.62762,0.92113,4–6 hours,260,0.05936, Recently active
246422,Boomers,Germany,Free,2019–2021 Monetization,7,5–7 years,0.27561,0.54733,0.82295,4–6 hours,56,0.02192, Recently active
580967,Gen Z,India,Free,2010–2012 Early adopters,14,10+ years,0.25090,0.58029,0.83119,2–4 hours,3,0.00059, Recently active
923818,Gen Z,India,Free,2013–2015 Growth,11,10+ years,0.49004,0.70981,1.19984,4–6 hours,270,0.06725, Recently active
27432,Gen X,United States,Free,2022–2025 Mature,3,2–4 years,0.20077,0.31486,0.51563,1–2 hours,350,0.31963,Active
126396,Millennials,South Korea,Premium,2010–2012 Early adopters,15,10+ years,0.31340,0.61390,0.92730,2–4 hours,163,0.02977, Recently active
328355,Boomers,United Kingdom,Free,2019–2021 Monetization,6,5–7 years,0.42613,0.60324,1.02937,4–6 hours,186,0.08493, Recently active
497291,Gen Z,Australia,Free,2013–2015 Growth,13,10+ years,0.48685,0.61457,1.10142,2–4 hours,248,0.05227, Recently active
766910,Gen X,United Kingdom,Free,2010–2012 Early adopters,15,10+ years,0.08052,0.16410,0.24462,<1 hour,153,0.02795, Recently active
1323285,Gen X,Australia,Free,2013–2015 Growth,13,10+ years,0.10885,0.10914,0.21799,<1 hour,326,0.06870, Recently active
57785,Gen Z,India,Free,2019–2021 Monetization,7,5–7 years,0.46335,0.58267,1.04602,2–4 hours,41,0.01605, Recently active
981682,Gen Z,Other,Free,2019–2021 Monetization,5,5–7 years,0.39989,0.70390,1.10380,4–6 hours,32,0.01753, Recently active
467007,Millennials,Other,Free,2013–2015 Growth,11,10+ years,0.18050,0.39876,0.57926,2–4 hours,131,0.03263, Recently active
1321083,Gen X,Australia,Free,2010–2012 Early adopters,14,10+ years,0.23270,0.40190,0.63461,2–4 hours,44,0.00861, Recently active
632369,Millennials,India,Free,2013–2015 Growth,13,10+ years,0.30547,0.59114,0.89661,4–6 hours,121,0.02550, Recently active
1029036,Millennials,India,Free,2010–2012 Early adopters,14,10+ years,0.45003,0.70514,1.15517,4–6 hours,315,0.06164, Recently active
805163,Gen Z,Other,Free,2016–2018 Expansion,8,8–10 years,0.36895,0.56829,0.93723,2–4 hours,319,0.10925, Recently active
774773,Gen X,Australia,Free,2013–2015 Growth,11,10+ years,0.46212,0.75238,1.21450,6+ hours,143,0.03562, Recently active
220061,Gen Z,Japan,Free,2019–2021 Monetization,5,5–7 years,0.30121,0.54981,0.85102,2–4 hours,202,0.11068, Recently active
1020043,Gen X,Brazil,Free,2010–2012 Early adopters,15,10+ years,0.17507,0.37752,0.55259,2–4 hours,43,0.00785, Recently active
708809,Millennials,Australia,Free,2013–2015 Growth,11,10+ years,0.20440,0.28276,0.48716,1–2 hours,149,0.03711, Recently active
822531,Gen Z,United States,Free,2022–2025 Mature,3,2–4 years,0.43085,0.57667,1.00752,2–4 hours,119,0.10868, Recently active
341477,Gen Z,Other,Free,2022–2025 Mature,4,2–4 years,0.35617,0.54410,0.90027,2–4 hours,79,0.05411, Recently active
414960,Gen X,Canada,Free,2013–2015 Growth,13,10+ years,0.17579,0.39648,0.57227,2–4 hours,154,0.03246, Recently active
1179549,Gen X,Brazil,Free,2013–2015 Growth,12,10+ years,0.36043,0.70181,1.06224,4–6 hours,125,0.02854, Recently active
281821,Gen X,Australia,Free,2019–2021 Monetization,6,5–7 years,0.42238,0.49114,0.91353,2–4 hours,347,0.15845, Recently active
503648,Gen X,United States,Free,2010–2012 Early adopters,15,10+ years,0.36126,0.57314,0.93440,2–4 hours,296,0.05406, Recently active
154163,Millennials,United Kingdom,Premium,2010–2012 Early adopters,15,10+ years,0.13606,0.15495,0.29102,<1 hour,135,0.02466, Recently active
1403433,Gen Z,Australia,Free,2016–2018 Expansion,9,8–10 years,0.46056,0.66648,1.12703,4–6 hours,119,0.03623, Recently active
3922,Gen Z,India,Free,2013–2015 Growth,12,10+ years,0.32727,0.50457,0.83184,2–4 hours,202,0.04612, Recently active
1315306,Gen X,Germany,Premium,2019–2021 Monetization,6,5–7 years,0.16024,0.32229,0.48253,1–2 hours,263,0.12009, Recently active
1154721,Millennials,Brazil,Business,2019–2021 Monetization,6,5–7 years,0.33326,0.55914,0.89241,4–6 hours,170,0.07763, Recently active
1483349,Gen X,Canada,Premium,2022–2025 Mature,4,2–4 years,0.09217,0.12581,0.21798,<1 hour,361,0.24726,Active
806776,Boomers,India,Premium,2013–2015 Growth,13,10+ years,0.11260,0.12457,0.23717,<1 hour,151,0.03182, Recently active
1105907,Boomers,Canada,Free,2022–2025 Mature,4,2–4 years,0.60024,0.85219,1.45243,6+ hours,171,0.11712, Recently active
410487,Gen X,Brazil,Premium,2022–2025 Mature,4,2–4 years,0.12370,0.13352,0.25722,<1 hour,128,0.08767, Recently active
721295,Millennials,South Korea,Free,2022–2025 Mature,4,2–4 years,0.18704,0.43152,0.61856,2–4 hours,224,0.15342, Recently active
504900,Gen Z,Japan,Premium,2022–2025 Mature,3,2–4 years,0.27035,0.47457,0.74492,2–4 hours,111,0.10137, Recently active
224025,Millennials,India,Business,2019–2021 Monetization,5,5–7 years,0.18647,0.45895,0.64542,2–4 hours,253,0.13863, Recently active
1085459,Millennials,India,Free,2019–2021 Monetization,5,5–7 years,0.21464,0.50543,0.72007,2–4 hours,350,0.19178, Recently active
1305867,Boomers,United States,Business,2019–2021 Monetization,5,5–7 years,0.24450,0.43400,0.67850,2–4 hours,276,0.15123, Recently active
1029861,Gen X,Japan,Free,2013–2015 Growth,11,10+ years,0.20939,0.45905,0.66844,2–4 hours,12,0.00299, Recently active
21104,Gen Z,South Korea,Free,2022–2025 Mature,2,2–4 years,0.24923,0.46010,0.70932,2–4 hours,200,0.27397,Active
840753,Boomers,India,Free,2019–2021 Monetization,6,5–7 years,0.14730,0.22324,0.37054,<1 hour,57,0.02603, Recently active
1081921,Gen X,India,Free,2019–2021 Monetization,7,5–7 years,0.32337,0.49810,0.82146,2–4 hours,293,0.11468, Recently active
889691,Gen Z,Brazil,Premium,2022–2025 Mature,4,2–4 years,0.50751,0.70343,1.21094,4–6 hours,361,0.24726,Active
1438884,Millennials,United States,Free,2016–2018 Expansion,8,8–10 years,0.11954,0.25010,0.36963,1–2 hours,317,0.10856, Recently active
113537,Gen Z,Canada,Free,2010–2012 Early adopters,16,10+ years,0.17773,0.26771,0.44544,<1 hour,262,0.04486, Recently active
560019,Millennials,Germany,Free,2022–2025 Mature,4,2–4 years,0.10096,0.19724,0.29820,<1 hour,98,0.06712, Recently active
839778,Gen X,India,Free,2010–2012 Early adopters,14,10+ years,0.29365,0.52867,0.82232,2–4 hours,330,0.06458, Recently active
353887,Gen X,United States,Free,2016–2018 Expansion,8,8–10 years,0.13287,0.20781,0.34068,<1 hour,268,0.09178, Recently active
1441271,Millennials,Australia,Free,2016–2018 Expansion,9,8–10 years,0.50793,0.69295,1.20088,4–6 hours,314,0.09559, Recently active
115271,Boomers,United States,Free,2019–2021 Monetization,7,5–7 years,0.21993,0.39562,0.61555,2–4 hours,290,0.11350, Recently active
1492491,Boomers,India,Free,2019–2021 Monetization,5,5–7 years,0.23270,0.38381,0.61650,1–2 hours,210,0.11507, Recently active
66895,Millennials,Canada,Free,2022–2025 Mature,2,2–4 years,0.43377,0.72790,1.16167,4–6 hours,168,0.23014, Recently active
1374139,Millennials,United States,Business,2022–2025 Mature,1,< 2 years,0.41603,0.54076,0.95679,2–4 hours,182,0.49863,At risk
670937,Gen X,United States,Free,2019–2021 Monetization,6,5–7 years,0.21900,0.40371,0.62271,2–4 hours,225,0.10274, Recently active
1510724,Gen X,United States,Free,2019–2021 Monetization,6,5–7 years,0.15524,0.13267,0.28791,<1 hour,355,0.16210, Recently active
315507,Gen Z,United States,Business,2013–2015 Growth,12,10+ years,0.24022,0.39343,0.63365,2–4 hours,44,0.01005, Recently active
1304419,Gen X,United Kingdom,Free,2019–2021 Monetization,6,5–7 years,0.43363,0.65295,1.08659,4–6 hours,43,0.01963, Recently active
897081,Millennials,Japan,Premium,2013–2015 Growth,13,10+ years,0.29088,0.63114,0.92202,4–6 hours,208,0.04384, Recently active
955463,Gen X,India,Premium,2022–2025 Mature,2,2–4 years,0.21785,0.43610,0.65394,2–4 hours,25,0.03425, Recently active
1545901,Boomers,Brazil,Premium,2013–2015 Growth,13,10+ years,0.11261,0.10886,0.22146,<1 hour,209,0.04405, Recently active
766435,Millennials,Japan,Free,2019–2021 Monetization,5,5–7 years,0.16231,0.26886,0.43117,<1 hour,333,0.18247, Recently active
868920,Millennials,United States,Free,2019–2021 Monetization,5,5–7 years,0.42669,0.62848,1.05517,4–6 hours,283,0.15507, Recently active
994177,Gen Z,India,Free,2022–2025 Mature,3,2–4 years,0.36506,0.41952,0.78459,2–4 hours,246,0.22466, Recently active
1472655,Gen Z,Other,Free,2019–2021 Monetization,5,5–7 years,0.39241,0.59819,0.99060,2–4 hours,63,0.03452, Recently active
772505,Gen X,Brazil,Business,2013–2015 Growth,13,10+ years,0.26159,0.47571,0.73730,2–4 hours,56,0.01180, Recently active
398681,Gen Z,Canada,Free,2022–2025 Mature,4,2–4 years,0.34976,0.70533,1.05509,4–6 hours,82,0.05616, Recently active
810132,Gen Z,United States,Free,2010–2012 Early adopters,16,10+ years,0.40738,0.76571,1.17309,4–6 hours,86,0.01473, Recently active
1258204,Millennials,United Kingdom,Free,2016–2018 Expansion,9,8–10 years,0.27245,0.40514,0.67759,2–4 hours,191,0.05814, Recently active
342044,Boomers,Germany,Free,2022–2025 Mature,1,< 2 years,0.33947,0.60248,0.94194,4–6 hours,111,0.30411,Active
461219,Millennials,Canada,Free,2022–2025 Mature,1,< 2 years,0.34889,0.63286,0.98175,4–6 hours,225,0.61644,At risk
1264227,Boomers,Brazil,Free,2010–2012 Early adopters,16,10+ years,0.10359,0.14171,0.24530,<1 hour,327,0.05599, Recently active
211851,Millennials,Canada,Business,2016–2018 Expansion,8,8–10 years,0.26771,0.44019,0.70790,2–4 hours,92,0.03151, Recently active
1360544,Gen Z,United States,Free,2019–2021 Monetization,6,5–7 years,0.35240,0.57029,0.92269,2–4 hours,264,0.12055, Recently active
1203565,Millennials,South Korea,Free,2016–2018 Expansion,10,8–10 years,0.30658,0.46438,0.77096,2–4 hours,140,0.03836, Recently active
946947,Gen X,India,Free,2010–2012 Early adopters,15,10+ years,0.32909,0.60924,0.93832,4–6 hours,249,0.04548, Recently active
712455,Gen Z,United States,Free,2019–2021 Monetization,7,5–7 years,0.28978,0.42114,0.71092,2–4 hours,199,0.07789, Recently active
49522,Boomers,United States,Free,2016–2018 Expansion,8,8–10 years,0.32895,0.54219,0.87114,2–4 hours,257,0.08801, Recently active
16238,Millennials,United Kingdom,Free,2022–2025 Mature,2,2–4 years,0.19480,0.34457,0.53937,1–2 hours,275,0.37671,Active
971643,Millennials,Brazil,Free,2022–2025 Mature,1,< 2 years,0.45088,0.66105,1.11193,4–6 hours,4,0.01096, Recently active
893717,Gen X,South Korea,Free,2013–2015 Growth,11,10+ years,0.34087,0.61695,0.95782,4–6 hours,280,0.06974, Recently active
824709,Millennials,Australia,Business,2016–2018 Expansion,10,8–10 years,0.52127,0.76686,1.28812,4–6 hours,285,0.07808, Recently active
553,Gen Z,Australia,Free,2016–2018 Expansion,9,8–10 years,0.29353,0.44600,0.73953,2–4 hours,149,0.04536, Recently active
260370,Boomers,United Kingdom,Premium,2010–2012 Early adopters,14,10+ years,0.10136,0.13733,0.23869,<1 hour,270,0.05284, Recently active
1473591,Boomers,United States,Free,2010–2012 Early adopters,15,10+ years,0.27297,0.60200,0.87497,4–6 hours,15,0.00274, Recently active
865130,Boomers,Other,Free,2010–2012 Early adopters,16,10+ years,0.37295,0.72610,1.09905,4–6 hours,351,0.06010, Recently active
1295512,Boomers,United States,Free,2016–2018 Expansion,10,8–10 years,0.42180,0.71857,1.14037,4–6 hours,351,0.09616, Recently active
790342,Boomers,South Korea,Free,2022–2025 Mature,2,2–4 years,0.15051,0.11962,0.27012,<1 hour,147,0.20137, Recently active
634752,Gen Z,Canada,Free,2022–2025 Mature,4,2–4 years,0.60514,0.81000,1.41514,6+ hours,322,0.22055, Recently active
732379,Gen Z,India,Free,2016–2018 Expansion,8,8–10 years,0.37866,0.56276,0.94142,2–4 hours,308,0.10548, Recently active
386114,Millennials,United States,Free,2022–2025 Mature,3,2–4 years,0.37283,0.60829,0.98111,4–6 hours,243,0.22192, Recently active
123861,Gen Z,United States,Free,2022–2025 Mature,4,2–4 years,0.22579,0.29971,0.52550,<1 hour,83,0.05685, Recently active
929630,Millennials,Japan,Free,2013–2015 Growth,13,10+ years,0.32837,0.51457,0.84294,4–6 hours,322,0.06786, Recently active
1525395,Gen Z,Canada,Business,2016–2018 Expansion,8,8–10 years,0.46222,0.78000,1.24222,4–6 hours,294,0.10068, Recently active
401693,Gen Z,United States,Free,2016–2018 Expansion,8,8–10 years,0.49780,0.63857,1.13637,4–6 hours,188,0.06438, Recently active
643349,Gen X,United States,Free,2022–2025 Mature,1,< 2 years,0.23507,0.43381,0.66888,2–4 hours,174,0.47671,Active
95801,Gen X,Canada,Free,2010–2012 Early adopters,16,10+ years,0.09926,0.12952,0.22879,<1 hour,103,0.01764, Recently active
364715,Gen X,Australia,Premium,2013–2015 Growth,11,10+ years,0.24993,0.43476,0.68469,2–4 hours,150,0.03736, Recently active
559550,Millennials,India,Free,2010–2012 Early adopters,15,10+ years,0.42959,0.55152,0.98112,4–6 hours,365,0.06667, Recently active
1327976,Boomers,Canada,Free,2019–2021 Monetization,7,5–7 years,0.47416,0.84810,1.32225,6+ hours,350,0.13699, Recently active
877858,Boomers,United Kingdom,Business,2016–2018 Expansion,8,8–10 years,0.17620,0.38590,0.56210,2–4 hours,155,0.05308, Recently active
1115273,Gen X,Brazil,Free,2022–2025 Mature,3,2–4 years,0.39725,0.74276,1.14001,4–6 hours,215,0.19635, Recently active
575731,Gen X,Brazil,Free,2016–2018 Expansion,9,8–10 years,0.13246,0.24457,0.37704,1–2 hours,146,0.04444, Recently active
1094894,Millennials,Brazil,Free,2016–2018 Expansion,8,8–10 years,0.27826,0.39229,0.67055,2–4 hours,307,0.10514, Recently active
224876,Gen Z,Brazil,Free,2016–2018 Expansion,9,8–10 years,0.41694,0.80000,1.21694,4–6 hours,281,0.08554, Recently active
1418854,Boomers,India,Free,2010–2012 Early adopters,16,10+ years,0.10134,0.21476,0.31610,<1 hour,242,0.04144, Recently active
1326251,Gen X,Germany,Free,2013–2015 Growth,11,10+ years,0.11746,0.21943,0.33689,1–2 hours,151,0.03761, Recently active
651269,Gen X,India,Premium,2022–2025 Mature,1,< 2 years,0.18395,0.24600,0.42995,<1 hour,181,0.49589,At risk
946084,Millennials,Brazil,Free,2022–2025 Mature,3,2–4 years,0.44557,0.71229,1.15785,4–6 hours,179,0.16347, Recently active
244208,Gen Z,United States,Free,2010–2012 Early adopters,14,10+ years,0.28395,0.47267,0.75661,2–4 hours,71,0.01389, Recently active
1173220,Gen Z,Canada,Free,2019–2021 Monetization,5,5–7 years,0.41006,0.59371,1.00378,2–4 hours,315,0.17260, Recently active
1539006,Gen X,Brazil,Free,2013–2015 Growth,11,10+ years,0.13829,0.29286,0.43115,1–2 hours,174,0.04334, Recently active
79025,Gen X,India,Free,2019–2021 Monetization,5,5–7 years,0.32433,0.59362,0.91795,4–6 hours,64,0.03507, Recently active
1529,Gen Z,India,Premium,2019–2021 Monetization,5,5–7 years,0.24119,0.36752,0.60871,1–2 hours,72,0.03945, Recently active
756366,Millennials,Other,Free,2019–2021 Monetization,5,5–7 years,0.42448,0.53610,0.96057,4–6 hours,273,0.14959, Recently active
120703,Gen Z,United Kingdom,Free,2019–2021 Monetization,7,5–7 years,0.22728,0.40743,0.63471,2–4 hours,322,0.12603, Recently active
612725,Gen X,Japan,Free,2016–2018 Expansion,8,8–10 years,0.14355,0.29933,0.44289,1–2 hours,32,0.01096, Recently active
626346,Gen X,South Korea,Free,2013–2015 Growth,11,10+ years,0.19287,0.43667,0.62954,2–4 hours,109,0.02715, Recently active
1171504,Gen Z,United States,Free,2022–2025 Mature,1,< 2 years,0.45321,0.76571,1.21892,4–6 hours,68,0.18630, Recently active
411396,Gen Z,Japan,Free,2019–2021 Monetization,6,5–7 years,0.17232,0.22876,0.40108,<1 hour,222,0.10137, Recently active
930005,Millennials,United States,Free,2010–2012 Early adopters,16,10+ years,0.43628,0.65400,1.09028,4–6 hours,24,0.00411, Recently active
63322,Gen X,India,Free,2016–2018 Expansion,8,8–10 years,0.15161,0.28543,0.43704,1–2 hours,320,0.10959, Recently active
24364,Gen X,Japan,Free,2022–2025 Mature,3,2–4 years,0.14690,0.31781,0.46471,1–2 hours,70,0.06393, Recently active
1547509,Gen X,United States,Business,2016–2018 Expansion,9,8–10 years,0.34906,0.61057,0.95963,4–6 hours,6,0.00183, Recently active
1422408,Gen Z,Canada,Free,2019–2021 Monetization,6,5–7 years,0.47557,0.71267,1.18823,4–6 hours,99,0.04521, Recently active
851610,Millennials,India,Free,2010–2012 Early adopters,14,10+ years,0.45371,0.78571,1.23942,4–6 hours,268,0.05245, Recently active
383668,Gen X,Other,Free,2019–2021 Monetization,7,5–7 years,0.05817,0.12790,0.18608,<1 hour,307,0.12016, Recently active
1366600,Millennials,United States,Free,2016–2018 Expansion,10,8–10 years,0.27395,0.43714,0.71110,2–4 hours,318,0.08712, Recently active
883704,Boomers,Brazil,Free,2016–2018 Expansion,9,8–10 years,0.36033,0.47638,0.83671,2–4 hours,234,0.07123, Recently active
1483541,Millennials,Other,Free,2019–2021 Monetization,7,5–7 years,0.22784,0.37619,0.60403,1–2 hours,20,0.00783, Recently active
189071,Gen X,Germany,Business,2016–2018 Expansion,10,8–10 years,0.23495,0.39581,0.63076,2–4 hours,330,0.09041, Recently active
974171,Boomers,South Korea,Free,2019–2021 Monetization,7,5–7 years,0.40822,0.72629,1.13450,4–6 hours,128,0.05010, Recently active
1421846,Gen X,Australia,Free,2022–2025 Mature,1,< 2 years,0.26948,0.43057,0.70005,2–4 hours,108,0.29589,Active
1090063,Millennials,India,Free,2022–2025 Mature,3,2–4 years,0.37392,0.64743,1.02135,4–6 hours,89,0.08128, Recently active
1468587,Gen Z,Brazil,Free,2022–2025 Mature,2,2–4 years,0.30588,0.43705,0.74293,2–4 hours,74,0.10137, Recently active
1413400,Millennials,Canada,Free,2016–2018 Expansion,8,8–10 years,0.36047,0.52362,0.88409,2–4 hours,124,0.04247, Recently active
248669,Millennials,United States,Business,2022–2025 Mature,3,2–4 years,0.30130,0.58695,0.88826,2–4 hours,295,0.26941,Active
91265,Millennials,India,Free,2019–2021 Monetization,5,5–7 years,0.28243,0.64314,0.92557,2–4 hours,20,0.01096, Recently active
561165,Gen Z,Germany,Free,2010–2012 Early adopters,15,10+ years,0.29800,0.49267,0.79066,2–4 hours,48,0.00877, Recently active
1141595,Gen Z,India,Free,2016–2018 Expansion,8,8–10 years,0.49531,0.69838,1.19369,4–6 hours,101,0.03459, Recently active
1376330,Gen Z,United Kingdom,Free,2016–2018 Expansion,8,8–10 years,0.54251,0.72200,1.26451,4–6 hours,221,0.07568, Recently active
556894,Millennials,Canada,Free,2022–2025 Mature,2,2–4 years,0.41891,0.70971,1.12862,4–6 hours,120,0.16438, Recently active
727888,Millennials,Canada,Premium,2022–2025 Mature,4,2–4 years,0.40157,0.75067,1.15224,4–6 hours,33,0.02260, Recently active
1479179,Boomers,United States,Free,2010–2012 Early adopters,15,10+ years,0.09815,0.15962,0.25777,<1 hour,192,0.03507, Recently active
847053,Gen X,Brazil,Free,2022–2025 Mature,1,< 2 years,0.36574,0.49648,0.86221,2–4 hours,5,0.01370, Recently active
845973,Gen Z,Other,Free,2010–2012 Early adopters,16,10+ years,0.31410,0.54486,0.85895,2–4 hours,2,0.00034, Recently active
1033061,Millennials,United States,Free,2022–2025 Mature,2,2–4 years,0.43752,0.73752,1.17504,4–6 hours,123,0.16849, Recently active
741761,Gen X,India,Premium,2016–2018 Expansion,10,8–10 years,0.28034,0.45971,0.74005,2–4 hours,313,0.08575, Recently active
721360,Gen X,Other,Free,2013–2015 Growth,12,10+ years,0.37543,0.71038,1.08582,4–6 hours,141,0.03219, Recently active
1357625,Boomers,Other,Business,2016–2018 Expansion,9,8–10 years,0.34409,0.63114,0.97523,2–4 hours,363,0.11050, Recently active
997848,Millennials,India,Free,2019–2021 Monetization,7,5–7 years,0.36292,0.63619,0.99911,4–6 hours,336,0.13151, Recently active
431914,Millennials,Japan,Premium,2010–2012 Early adopters,14,10+ years,0.36419,0.68886,1.05305,4–6 hours,141,0.02759, Recently active
1167211,Gen Z,South Korea,Free,2019–2021 Monetization,5,5–7 years,0.19329,0.34695,0.54024,1–2 hours,209,0.11452, Recently active
1188315,Boomers,United Kingdom,Free,2013–2015 Growth,12,10+ years,0.15788,0.13686,0.29474,<1 hour,357,0.08151, Recently active
1491835,Millennials,Australia,Free,2022–2025 Mature,4,2–4 years,0.26215,0.52752,0.78967,2–4 hours,126,0.08630, Recently active
1509861,Gen X,Canada,Free,2019–2021 Monetization,7,5–7 years,0.55846,0.76419,1.32265,4–6 hours,337,0.13190, Recently active
214797,Millennials,United Kingdom,Free,2013–2015 Growth,13,10+ years,0.36558,0.62276,0.98834,4–6 hours,234,0.04932, Recently active
123318,Millennials,Canada,Free,2013–2015 Growth,12,10+ years,0.39684,0.63886,1.03569,4–6 hours,207,0.04726, Recently active
1359275,Gen X,Brazil,Free,2019–2021 Monetization,7,5–7 years,0.17401,0.14019,0.31420,<1 hour,87,0.03405, Recently active
1224094,Gen X,Canada,Free,2022–2025 Mature,2,2–4 years,0.08635,0.15581,0.24216,<1 hour,32,0.04384, Recently active
276925,Millennials,Canada,Free,2013–2015 Growth,11,10+ years,0.42102,0.70305,1.12407,4–6 hours,126,0.03138, Recently active
1237478,Boomers,United States,Premium,2013–2015 Growth,13,10+ years,0.44489,0.67076,1.11566,4–6 hours,274,0.05774, Recently active
232019,Gen Z,Japan,Free,2022–2025 Mature,4,2–4 years,0.43185,0.67343,1.10528,4–6 hours,58,0.03973, Recently active
1104167,Millennials,India,Free,2016–2018 Expansion,8,8–10 years,0.43069,0.69724,1.12793,4–6 hours,308,0.10548, Recently active
47717,Millennials,India,Free,2010–2012 Early adopters,14,10+ years,0.17523,0.33800,0.51323,1–2 hours,344,0.06732, Recently active
1334664,Gen Z,India,Free,2019–2021 Monetization,5,5–7 years,0.54254,0.69867,1.24121,4–6 hours,286,0.15671, Recently active
783550,Gen Z,United States,Free,2019–2021 Monetization,6,5–7 years,0.38117,0.57629,0.95746,2–4 hours,18,0.00822, Recently active
