user_id,app_name,age,gender,country,urban_rural,income_level,employment_status,education_level,relationship_status,has_children,exercise_hours_per_week,sleep_hours_per_night,diet_quality,smoking,alcohol_frequency,perceived_stress_score,self_reported_happiness,body_mass_index,blood_pressure_systolic,blood_pressure_diastolic,daily_steps_count,weekly_work_hours,hobbies_count,social_events_per_month,books_read_per_year,volunteer_hours_per_month,travel_frequency_per_year,daily_active_minutes_instagram,sessions_per_day,posts_created_per_week,reels_watched_per_day,stories_viewed_per_day,likes_given_per_day,comments_written_per_day,dms_sent_per_week,dms_received_per_week,ads_viewed_per_day,ads_clicked_per_day,time_on_feed_per_day,time_on_explore_per_day,time_on_messages_per_day,time_on_reels_per_day,followers_count,following_count,uses_premium_features,notification_response_rate,account_creation_year,last_login_date,average_session_length_minutes,content_type_preference,preferred_content_theme,privacy_setting_level,two_factor_auth_enabled,biometric_login_used,linked_accounts_count,subscription_status,user_engagement_score
1070660,Instagram,40,Male,India,Rural,Low,Part-time,Master’s,Married,f,2.1,8.7,Poor,No,Never,39,8,28.9,120,94,7910,41.4,3,2,13,4.5,5,216.0,7,7,163,107,130,44,36,36,33,6,115,65,22,70,1044,912,f,0.43,2024,2025-11-10,30.9,Reels,Art,Friends only,t,f,0,Free,1.1
640099,Instagram,63,Female,Brazil,Suburban,Low,Full-time employed,PhD,Single,t,1.0,3.9,Average,Yes,Rarely,36,2,22.1,128,79,7967,31.4,3,3,15,2.9,3,332.0,37,4,229,150,205,64,35,66,31,12,144,88,41,87,16559,10000,f,0.32,2020,2025-07-27,9.0,Mixed,Travel,Public,t,f,1,Business,1.04
188871,Instagram,35,Male,United Kingdom,Suburban,Upper-middle,Full-time employed,PhD,Married,t,17.3,6.0,Excellent,No,Rarely,22,2,22.6,118,79,8006,27.7,1,2,11,2.5,1,232.0,12,6,185,132,151,45,39,28,21,5,111,41,33,48,487,794,f,0.2,2022,2025-03-28,19.3,Videos,Food,Friends only,t,t,2,Free,1.11
500800,Instagram,16,Male,United Kingdom,Suburban,Lower-middle,Full-time employed,Other,In a relationship,f,4.1,7.8,Good,No,Rarely,18,8,26.4,130,71,7850,35.4,3,1,8,1.7,5,171.0,6,8,191,93,109,42,32,29,15,2,91,47,31,63,511,256,t,0.92,2017,2025-01-03,28.5,Videos,Other,Public,t,t,0,Free,1.26
630327,Instagram,15,Female,Canada,Suburban,Lower-middle,Student,High school,In a relationship,t,3.0,7.1,Average,Former,Rarely,24,2,31.4,113,83,8023,55.1,1,3,6,2.6,1,333.0,13,21,300,145,186,60,55,49,44,7,148,39,36,110,7213,10000,f,0.06,2025,2025-07-17,25.6,Reels,Music,Friends only,f,t,2,Business,1.1
856816,Instagram,63,Non-binary,Germany,Urban,Low,Unemployed,Bachelor’s,Divorced,t,1.0,8.5,Excellent,Former,Rarely,14,2,18.2,110,95,7882,52.0,5,7,4,3.7,3,15.0,1,1,36,35,42,10,7,10,6,2,8,4,2,5,2084,2460,f,0.33,2018,2025-12-19,15.0,Live,Fitness,Friends only,f,t,5,Business,4.06
1506461,Instagram,17,Female,India,Suburban,Lower-middle,Freelancer,Some college,Married,t,8.7,6.0,Average,No,Rarely,14,1,28.1,125,80,7896,53.7,5,8,13,5.9,4,258.0,31,14,283,136,156,37,46,36,24,3,148,33,59,101,947,1971,f,0.91,2022,2025-01-11,8.3,Videos,Other,Friends only,t,t,1,Free,1.05
1085609,Instagram,21,Male,United Kingdom,Suburban,Upper-middle,Student,Bachelor’s,In a relationship,t,4.5,8.8,Very poor,No,Several times a week,3,3,25.0,129,71,7859,45.9,2,7,7,3.4,7,173.0,10,6,205,89,111,36,31,28,22,8,96,43,34,53,976,819,f,0.7,2017,2025-12-30,17.3,Photos,Travel,Private,f,t,4,Free,1.16
332212,Instagram,38,Female,Germany,Urban,Upper-middle,Full-time employed,Bachelor’s,Married,f,9.8,8.7,Good,No,Rarely,4,10,19.0,101,84,8120,38.5,2,3,8,8.4,2,5.0,1,2,45,26,26,7,11,3,5,0,2,1,1,1,441,905,f,0.09,2012,2025-09-26,5.0,Photos,Travel,Friends only,t,t,1,Business,7.67
745804,Instagram,61,Male,United States,Urban,Low,Full-time employed,High school,Married,t,12.2,6.9,Average,No,Daily,14,4,26.8,132,95,7921,66.4,3,3,11,5.0,0,192.0,13,4,171,108,133,34,24,27,23,10,82,48,44,54,6412,5147,f,0.03,2025,2025-01-21,14.8,Photos,Art,Private,t,f,3,Business,1.1
519690,Instagram,37,Male,India,Urban,Upper-middle,Full-time employed,Bachelor’s,Single,t,7.5,6.9,Average,No,Never,8,4,25.8,103,75,7903,42.0,1,6,10,5.1,3,142.0,7,7,141,92,107,32,18,24,16,5,59,20,15,49,2567,5846,f,0.53,2023,2025-03-18,20.3,Photos,Travel,Private,t,f,1,Premium,1.34
1302992,Instagram,61,Male,India,Suburban,Low,Full-time employed,High school,Single,f,5.1,7.8,Average,No,Several times a week,39,1,25.3,157,94,7934,43.7,5,2,13,3.2,3,451.0,26,2,300,150,238,80,63,57,28,9,220,103,98,125,2625,1696,f,0.45,2023,2025-04-12,17.3,Mixed,Travel,Public,t,t,1,Free,0.89
192009,Instagram,39,Female,Brazil,Suburban,Middle,Full-time employed,Some college,In a relationship,t,10.2,6.9,Good,No,Several times a week,21,9,25.3,139,90,8110,51.7,1,5,6,1.7,7,114.0,6,4,109,63,91,27,23,18,11,5,56,24,19,34,1028,664,t,0.71,2012,2025-06-21,19.0,Reels,Food,Private,t,f,0,Free,1.37
625943,Instagram,28,Male,Canada,Suburban,Low,Full-time employed,Other,Single,t,5.4,6.1,Poor,Yes,Never,22,1,25.3,151,81,7844,51.3,3,2,17,8.4,5,332.0,19,4,300,150,206,49,37,42,32,12,174,48,75,86,105,52,f,0.87,2016,2025-01-20,17.5,Live,Fashion,Public,t,f,2,Free,0.95
1230202,Instagram,24,Female,United States,Urban,Lower-middle,Unemployed,Master’s,Married,t,6.7,7.4,Average,No,Rarely,27,8,24.0,112,84,7967,43.4,1,8,12,5.6,2,238.0,8,9,266,117,129,51,32,33,28,6,124,52,32,82,894,1845,f,0.02,2014,2025-07-13,29.8,Reels,Fashion,Friends only,t,t,2,Premium,1.08
682361,Instagram,27,Male,Brazil,Rural,Low,Full-time employed,High school,Single,t,5.0,6.5,Good,Yes,Never,36,7,26.4,98,87,7993,29.9,3,6,13,0.9,3,282.0,15,8,247,150,182,43,34,44,23,8,158,63,61,65,837,1049,f,0.38,2018,2025-02-08,18.8,Photos,Other,Private,t,t,2,Free,1.03
316831,Instagram,53,Female,Other,Urban,Middle,Unemployed,Bachelor’s,Married,t,10.4,7.0,Good,No,Never,23,7,25.6,104,62,8000,31.5,2,3,6,3.4,2,198.0,12,3,152,110,122,39,26,33,23,5,111,56,38,60,1074,519,f,0.59,2021,2025-11-04,16.5,Videos,Other,Friends only,t,f,1,Free,1.05
1459532,Instagram,19,Female,Germany,Urban,Middle,Unemployed,Bachelor’s,In a relationship,f,0.9,9.4,Poor,No,Several times a week,40,4,24.0,104,80,7916,27.4,0,2,15,2.0,3,428.0,13,15,300,150,238,61,47,58,42,7,223,80,74,120,212,363,f,0.59,2019,2025-03-02,32.9,Videos,Food,Private,t,f,4,Premium,0.94
300255,Instagram,65,Female,United Kingdom,Urban,Low,Student,Bachelor’s,Divorced,f,5.7,7.4,Excellent,No,Weekly,29,4,27.4,118,78,8054,29.3,3,4,13,3.2,0,292.0,10,9,221,135,165,47,44,34,28,3,123,60,61,59,2033,4669,f,0.82,2018,2025-02-08,29.2,Mixed,Other,Public,t,f,3,Business,0.98
1219531,Instagram,27,Female,Germany,Rural,Lower-middle,Full-time employed,Other,In a relationship,t,2.8,7.6,Excellent,No,Several times a week,16,3,29.2,95,94,8087,21.6,0,6,12,8.8,2,213.0,12,10,238,115,128,39,28,35,19,7,94,22,29,68,116,159,t,0.91,2024,2025-08-27,17.8,Videos,Fashion,Friends only,f,t,3,Free,1.1
232802,Instagram,29,Male,India,Urban,High,Student,Bachelor’s,In a relationship,f,3.8,4.0,Average,No,Weekly,15,1,24.6,146,97,7934,44.9,1,6,10,8.4,6,257.0,18,1,279,127,165,37,41,32,31,5,129,34,53,55,334,196,f,0.13,2015,2025-08-06,14.3,Stories,Art,Private,t,t,0,Free,0.94
55257,Instagram,41,Male,United States,Urban,Upper-middle,Full-time employed,Some college,Single,t,4.7,7.4,Excellent,No,Rarely,6,6,20.8,98,79,7941,41.0,0,3,10,0.7,8,58.0,2,4,69,52,56,11,24,14,11,0,34,16,7,22,363,551,f,0.42,2021,2025-07-17,29.0,Mixed,Fitness,Public,t,f,1,Free,1.53
1178778,Instagram,22,Male,United States,Urban,Middle,Full-time employed,Bachelor’s,Single,t,8.4,6.3,Average,No,Never,35,9,17.7,136,88,8031,40.4,0,6,14,8.8,3,251.0,10,15,278,150,151,53,39,34,27,5,114,61,37,88,2106,1337,f,0.99,2020,2025-02-08,25.1,Videos,Food,Private,t,f,1,Free,1.2
1092991,Instagram,17,Male,India,Urban,Upper-middle,Student,High school,Married,f,10.2,7.0,Good,No,Never,21,2,32.3,111,95,8008,48.5,4,5,6,0.8,8,273.0,12,16,300,141,146,49,35,46,30,6,115,30,64,101,10818,5709,f,0.9,2013,2025-08-14,22.8,Reels,Food,Friends only,t,f,3,Free,1.07
981302,Instagram,23,Female,Germany,Urban,Low,Full-time employed,Bachelor’s,Single,f,6.3,8.0,Average,No,Rarely,27,7,23.7,130,67,7980,32.1,1,1,17,4.2,3,297.0,13,12,300,150,184,52,42,42,26,6,176,53,45,95,1832,1070,f,0.46,2013,2025-01-12,22.8,Reels,Other,Friends only,f,f,1,Free,1.09
51755,Instagram,58,Non-binary,Brazil,Urban,Upper-middle,Freelancer,Some college,Single,t,9.9,6.7,Average,Yes,Weekly,25,5,27.3,108,67,7991,42.7,3,6,7,4.1,3,179.0,5,4,138,109,112,30,24,44,14,8,74,48,39,62,1155,2293,f,0.92,2018,2025-12-15,35.8,Photos,Fitness,Public,f,t,4,Free,1.02
943505,Instagram,41,Male,Other,Suburban,Upper-middle,Student,Some college,Single,f,10.0,6.7,Very poor,Yes,Rarely,17,9,27.9,121,82,7725,32.9,0,4,8,7.8,2,71.0,2,2,84,54,58,14,19,17,9,1,30,8,8,17,439,460,f,0.54,2021,2025-03-01,35.5,Mixed,Tech,Public,t,f,2,Free,1.28
196632,Instagram,30,Male,United States,Suburban,Middle,Student,Some college,Single,f,4.8,6.1,Very poor,No,Never,30,2,19.8,99,63,7938,28.5,1,9,8,8.5,2,340.0,32,5,218,150,189,47,37,54,22,10,195,67,82,97,1207,1249,t,0.22,2017,2025-09-16,10.6,Stories,Fitness,Friends only,f,f,1,Premium,0.87
1067493,Instagram,13,Female,Brazil,Suburban,Middle,Unemployed,Some college,Single,f,8.7,5.6,Poor,No,Rarely,20,1,33.0,149,94,7982,38.1,4,6,10,2.5,4,283.0,21,9,300,119,152,54,34,32,28,5,122,63,50,68,4743,5029,t,0.9,2010,2025-01-29,13.5,Live,Other,Private,t,t,1,Free,1.01
668794,Instagram,57,Male,Brazil,Urban,Lower-middle,Freelancer,High school,In a relationship,f,5.0,6.4,Average,No,Rarely,13,6,27.3,91,68,7958,37.3,1,3,15,2.1,2,59.0,5,3,88,54,46,12,15,18,15,2,25,7,13,22,229,279,t,0.55,2021,2025-10-08,11.8,Reels,Fashion,Private,t,f,0,Premium,1.32
788034,Instagram,42,Male,Brazil,Suburban,Lower-middle,Full-time employed,Master’s,Single,t,2.3,4.1,Average,Yes,Rarely,13,2,33.4,134,63,8040,35.2,2,4,15,2.8,5,174.0,8,2,152,108,114,39,23,25,19,4,102,46,20,52,2107,1623,f,0.68,2016,2025-05-23,21.8,Mixed,Other,Private,t,f,2,Free,1.13
598478,Instagram,30,Female,Canada,Urban,Lower-middle,Part-time,Bachelor’s,Single,f,1.8,6.0,Average,No,Rarely,2,4,23.2,146,63,7996,35.4,3,0,10,3.0,1,123.0,9,3,111,73,76,28,27,23,16,6,61,28,29,39,604,424,f,0.61,2022,2025-11-21,13.7,Mixed,Other,Private,f,f,1,Premium,1.14
1003420,Instagram,21,Female,Brazil,Suburban,High,Full-time employed,Other,Married,t,3.1,6.9,Average,No,Rarely,16,10,30.3,114,91,7993,42.3,3,4,13,10.7,2,110.0,7,14,180,77,79,25,15,17,13,3,63,16,12,32,532,692,f,0.75,2018,2025-05-26,15.7,Photos,Music,Public,t,f,2,Free,1.54
1257551,Instagram,65,Male,United Kingdom,Urban,Upper-middle,Unemployed,Bachelor’s,Single,f,3.1,4.8,Average,No,Never,11,5,18.1,144,60,8091,44.7,5,3,13,4.7,1,129.0,5,3,111,73,113,28,17,24,11,1,52,15,29,49,988,2181,f,0.67,2016,2025-05-15,25.8,Stories,Art,Friends only,t,f,0,Free,1.37
1332545,Instagram,27,Male,Japan,Suburban,Low,Student,High school,Single,f,11.3,7.9,Very poor,No,Never,3,4,19.6,127,69,7891,29.6,1,7,12,2.6,0,5.0,1,3,110,39,32,11,9,9,6,1,3,1,1,2,2155,1363,f,0.32,2019,2025-12-30,5.0,Mixed,Music,Private,t,f,3,Business,10.5
193642,Instagram,35,Male,United States,Suburban,High,Freelancer,High school,Married,f,5.0,7.4,Excellent,No,Rarely,16,3,32.8,108,71,8172,52.3,5,4,10,2.2,2,177.0,7,3,143,107,96,26,36,33,17,1,100,47,29,47,1228,775,t,0.14,2012,2025-12-14,25.3,Stories,Tech,Public,t,t,2,Free,0.88
467712,Instagram,39,Male,United States,Urban,Upper-middle,Freelancer,Bachelor’s,In a relationship,f,3.1,5.8,Excellent,Former,Rarely,1,5,27.8,98,96,8088,39.1,4,6,10,4.0,2,5.0,1,2,39,35,23,9,6,3,7,0,3,1,1,2,2788,5605,f,0.84,2010,2025-04-28,5.0,Photos,Fashion,Public,t,f,4,Free,7.83
809676,Instagram,45,Male,United Kingdom,Rural,Upper-middle,Student,Bachelor’s,Single,f,2.1,7.5,Average,No,Never,16,5,31.8,126,76,7955,39.1,1,2,10,4.2,7,168.0,7,5,146,91,125,22,30,25,9,8,79,19,29,36,6533,5093,f,0.83,2015,2025-09-01,24.0,Photos,Other,Public,t,f,2,Free,1.09
1517092,Instagram,42,Female,Canada,Suburban,Low,Student,Some college,Divorced,t,3.3,7.4,Average,No,Weekly,38,7,26.4,139,74,8057,33.8,2,6,7,6.7,4,317.0,15,7,212,133,186,52,38,40,29,13,133,63,37,89,7538,7771,f,0.32,2016,2025-02-10,21.1,Videos,Food,Friends only,f,t,2,Free,0.98
953449,Instagram,50,Male,Brazil,Suburban,Lower-middle,Freelancer,Bachelor’s,Married,t,9.0,8.4,Average,No,Rarely,31,9,23.3,126,86,8181,46.9,1,3,13,3.7,6,225.0,8,4,186,123,136,53,31,49,23,4,109,34,38,88,2275,4535,t,0.37,2023,2025-11-19,28.1,Stories,Art,Public,t,f,1,Free,1.12
1094204,Instagram,33,Female,United States,Suburban,Lower-middle,Unemployed,Some college,Married,f,10.2,7.5,Poor,Yes,Rarely,5,9,22.2,133,83,8006,47.2,1,4,9,9.2,0,5.0,1,5,46,38,23,6,11,7,2,1,3,1,1,2,1251,2966,f,0.0,2022,2025-09-10,5.0,Live,Art,Private,t,t,2,Business,8.33
209057,Instagram,65,Male,United States,Urban,Middle,Full-time employed,Master’s,Single,f,4.1,7.0,Very poor,Former,Never,32,2,29.9,144,60,8014,28.1,1,3,9,2.3,1,238.0,7,10,188,111,121,42,33,40,20,7,109,49,42,51,885,1465,f,0.34,2025,2025-07-12,34.0,Live,Food,Private,f,f,1,Premium,0.98
1403716,Instagram,53,Male,South Korea,Suburban,Middle,Student,Master’s,In a relationship,f,0.6,7.4,Good,No,Rarely,35,2,26.1,140,88,7905,18.3,3,7,4,3.2,3,297.0,19,9,196,150,186,54,43,47,27,10,169,64,74,65,3854,6593,f,0.71,2020,2025-06-17,15.6,Live,Fitness,Private,t,f,2,Free,1.08
138165,Instagram,57,Female,India,Urban,Lower-middle,Student,Master’s,Divorced,t,2.5,7.4,Average,No,Rarely,17,5,27.7,121,81,8033,18.9,1,6,14,1.2,2,110.0,4,8,102,61,77,23,13,18,11,3,60,15,12,40,1042,1656,t,0.27,2023,2025-02-18,27.5,Stories,Fitness,Private,f,f,3,Free,1.32
245996,Instagram,30,Female,India,Urban,Lower-middle,Part-time,Some college,Single,t,6.6,6.3,Good,Yes,Never,15,4,26.3,120,74,8000,39.5,3,8,19,4.0,4,179.0,9,5,137,104,122,32,37,29,16,7,101,51,29,49,701,379,f,0.82,2021,2025-09-26,19.9,Stories,Other,Friends only,t,t,2,Free,1.12
1365977,Instagram,19,Male,South Korea,Suburban,Low,Full-time employed,Some college,Married,t,2.9,6.2,Good,No,Rarely,40,4,26.7,134,70,7923,32.7,1,1,5,3.7,3,373.0,30,11,300,150,221,59,57,49,37,14,151,107,50,129,341,151,f,0.62,2014,2025-06-04,12.4,Photos,Music,Private,t,f,2,Free,0.99
687798,Instagram,48,Female,India,Suburban,Lower-middle,Full-time employed,High school,Single,t,8.2,7.1,Average,Yes,Rarely,35,4,23.8,118,62,7920,58.1,5,7,8,7.4,5,347.0,12,5,243,150,217,68,43,58,38,12,182,74,50,80,989,860,f,0.87,2022,2025-10-14,28.9,Live,Travel,Private,t,f,2,Free,1.06
102145,Instagram,64,Male,Japan,Rural,Lower-middle,Unemployed,PhD,Single,t,12.2,7.7,Good,Yes,Rarely,24,4,27.6,93,78,7901,27.3,3,6,10,1.7,3,156.0,6,4,128,90,98,43,25,24,18,5,69,30,35,37,387,342,f,0.94,2013,2026-01-02,26.0,Photos,Music,Friends only,t,t,3,Free,1.25
741463,Instagram,50,Male,India,Rural,Lower-middle,Student,Bachelor’s,Married,f,13.6,8.2,Good,No,Rarely,33,7,25.2,145,80,7936,45.1,2,7,8,1.0,5,271.0,9,7,211,126,158,49,38,46,22,9,126,57,67,101,10428,6264,f,0.18,2018,2025-05-16,30.1,Videos,Food,Public,t,t,3,Free,1.02
55847,Instagram,42,Male,India,Urban,Low,Full-time employed,PhD,Single,t,4.4,8.2,Good,No,Never,19,7,30.4,113,72,7956,27.9,3,4,11,1.6,0,201.0,6,10,172,109,134,40,33,36,30,4,116,25,36,69,1204,1766,f,0.48,2024,2025-04-14,33.5,Stories,Fashion,Public,t,f,0,Free,1.21
695785,Instagram,48,Male,United States,Urban,Middle,Full-time employed,Bachelor’s,Married,f,5.2,6.5,Very poor,No,Weekly,27,7,20.9,91,72,8014,49.7,5,1,10,2.6,4,218.0,9,5,164,125,157,33,35,33,17,7,116,40,48,53,209,330,f,0.04,2025,2025-04-27,24.2,Mixed,Art,Private,t,f,5,Free,1.09
1128462,Instagram,51,Female,India,Urban,Low,Full-time employed,Master’s,Married,f,18.4,5.8,Poor,No,Rarely,31,8,23.9,126,74,8006,35.8,3,3,14,2.4,0,169.0,14,4,148,112,114,15,34,31,25,5,95,47,23,51,24149,10000,t,0.02,2019,2025-10-22,12.1,Stories,Other,Friends only,t,f,4,Free,0.92
1055344,Instagram,45,Female,Other,Urban,Lower-middle,Unemployed,Some college,In a relationship,t,4.8,5.0,Good,Yes,Rarely,6,4,23.3,130,88,7986,28.0,4,7,6,4.4,1,101.0,6,2,118,68,90,19,15,20,16,6,42,28,14,25,139,123,t,0.87,2018,2025-11-23,16.8,Photos,Travel,Public,f,f,3,Free,1.31
656460,Instagram,39,Non-binary,India,Urban,Lower-middle,Full-time employed,High school,Single,f,5.3,8.1,Good,No,Never,19,8,26.1,105,95,8071,36.9,3,5,8,10.9,3,194.0,6,6,148,104,127,40,36,22,23,9,106,57,35,70,981,849,f,0.43,2016,2025-06-08,32.3,Stories,Food,Private,f,t,2,Business,1.15
978284,Instagram,48,Male,United Kingdom,Suburban,Lower-middle,Retired,High school,Single,t,11.2,7.2,Good,No,Never,16,5,22.8,119,83,8144,36.2,2,1,14,4.0,6,104.0,9,5,99,80,83,20,29,19,17,3,45,25,23,32,358,865,t,0.35,2015,2025-07-30,11.6,Videos,Fashion,Friends only,t,t,2,Free,1.31
1512714,Instagram,23,Female,Germany,Urban,High,Full-time employed,Bachelor’s,Single,f,7.4,8.3,Poor,No,Daily,16,2,22.6,104,66,7977,43.0,2,3,13,4.4,1,256.0,8,8,300,148,170,35,33,41,17,5,104,74,31,74,2326,1139,f,0.91,2019,2025-05-30,32.0,Stories,Fitness,Friends only,f,t,2,Free,1.03
75926,Instagram,64,Female,United Kingdom,Urban,High,Student,High school,Single,t,6.2,7.5,Poor,No,Never,29,4,33.1,90,83,7866,44.8,5,7,14,5.7,3,184.0,6,0,151,89,122,28,24,27,18,7,81,37,27,72,2345,1128,f,0.72,2010,2025-06-12,30.7,Live,Food,Public,t,t,1,Free,0.96
182621,Instagram,64,Male,Australia,Suburban,Middle,Full-time employed,High school,Married,f,15.0,6.3,Good,No,Several times a week,20,6,21.3,102,98,8034,44.2,4,2,7,0.8,2,120.0,6,3,113,71,84,34,23,21,13,5,52,26,15,44,161,129,f,0.71,2023,2025-05-04,20.0,Live,Food,Private,t,f,3,Free,1.33
827314,Instagram,36,Female,Brazil,Suburban,High,Student,Master’s,Married,f,4.4,7.4,Good,No,Never,33,7,24.1,150,81,8047,41.8,5,8,9,1.7,5,247.0,16,4,183,140,159,45,52,23,23,5,113,36,33,70,840,1207,f,0.48,2018,2025-01-13,15.4,Photos,Tech,Public,f,f,1,Free,1.05
1100390,Instagram,19,Female,India,Urban,Middle,Full-time employed,High school,Married,t,14.5,9.4,Average,Yes,Rarely,25,7,23.7,118,89,7901,31.7,6,6,7,4.7,1,254.0,9,12,269,140,135,40,36,41,19,8,108,76,29,90,7201,3493,f,0.51,2020,2025-11-30,28.2,Videos,Other,Friends only,t,f,1,Free,0.98
1147592,Instagram,51,Female,United States,Suburban,Lower-middle,Student,Some college,In a relationship,f,4.6,7.8,Poor,No,Rarely,24,5,23.5,118,83,7837,32.7,0,3,8,1.7,1,87.0,3,3,107,45,69,20,19,13,13,6,44,26,14,25,4083,1835,f,0.37,2020,2025-07-24,29.0,Mixed,Music,Private,t,f,1,Free,1.34
413878,Instagram,56,Non-binary,Japan,Urban,Lower-middle,Freelancer,PhD,Single,f,10.8,9.1,Average,No,Never,36,9,28.2,92,91,7942,39.0,2,1,21,0.2,2,204.0,10,9,155,98,121,32,27,35,12,3,92,47,28,56,1614,1543,f,0.68,2015,2025-01-07,20.4,Reels,Art,Public,f,f,2,Business,1.03
995518,Instagram,40,Female,Other,Rural,Upper-middle,Student,High school,Married,t,12.0,7.5,Very poor,No,Never,1,6,22.6,91,63,8010,26.6,2,9,10,3.3,4,104.0,4,2,127,58,84,26,18,17,21,2,44,18,13,30,364,703,f,0.54,2025,2025-12-19,26.0,Reels,Other,Friends only,f,f,1,Free,1.35
1033227,Instagram,58,Male,United States,Suburban,Middle,Freelancer,High school,In a relationship,f,18.9,6.1,Good,No,Never,21,1,24.0,143,96,8058,21.6,6,4,3,10.1,5,201.0,7,8,159,89,107,31,31,26,28,3,110,52,34,48,526,1154,f,0.63,2025,2025-02-20,28.7,Mixed,Travel,Friends only,f,t,3,Free,0.96
559966,Instagram,51,Male,Japan,Urban,High,Retired,High school,Single,f,3.0,7.6,Average,No,Several times a week,24,6,21.6,154,64,7925,39.6,2,3,12,3.1,5,207.0,11,4,158,108,123,25,24,33,30,6,122,62,41,47,1777,2395,f,0.28,2023,2025-03-09,18.8,Reels,Art,Private,f,t,1,Free,0.89
1547675,Instagram,45,Female,United Kingdom,Urban,Lower-middle,Freelancer,Master’s,Single,t,8.1,8.6,Average,Former,Rarely,11,9,30.7,91,99,7977,39.7,4,6,11,3.7,5,43.0,2,2,72,45,36,9,13,14,9,3,19,11,7,16,383,368,f,0.97,2019,2025-03-24,21.5,Live,Other,Public,f,t,0,Free,1.36
1437683,Instagram,50,Female,Germany,Rural,Upper-middle,Full-time employed,High school,Single,t,6.8,7.8,Poor,No,Never,37,9,24.3,107,87,7955,40.9,3,3,15,2.1,3,268.0,12,9,193,138,197,43,41,34,32,6,108,38,35,55,9299,5995,t,0.71,2012,2025-12-01,22.3,Reels,Fitness,Private,t,f,3,Free,1.15
685398,Instagram,43,Male,India,Rural,Lower-middle,Full-time employed,Bachelor’s,Single,t,9.1,7.8,Good,No,Several times a week,9,5,26.0,122,90,8078,34.2,3,6,13,2.5,4,100.0,4,2,91,70,92,27,18,15,16,3,45,25,21,31,1215,1603,f,0.2,2019,2025-02-13,25.0,Live,Fitness,Friends only,f,f,3,Free,1.5
1307876,Instagram,60,Male,India,Suburban,Low,Freelancer,High school,Widowed,f,4.2,6.4,Good,No,Several times a week,13,2,23.5,121,86,8078,51.1,1,2,12,2.0,3,184.0,21,5,144,101,126,32,31,24,15,6,104,50,41,73,2102,2345,f,0.14,2012,2025-05-16,8.8,Stories,Travel,Friends only,t,f,1,Free,1.11
1294859,Instagram,45,Female,United States,Suburban,Middle,Full-time employed,Some college,In a relationship,f,3.1,6.2,Good,No,Rarely,19,2,24.5,118,78,7837,41.4,2,2,9,1.2,5,169.0,9,5,129,111,86,25,23,25,18,6,78,28,38,40,502,677,f,0.53,2022,2025-02-26,18.8,Videos,Travel,Private,t,f,3,Free,0.89
85279,Instagram,14,Male,South Korea,Urban,Middle,Part-time,Bachelor’s,Married,f,7.6,6.1,Poor,No,Several times a week,9,10,26.7,147,82,8015,46.8,3,4,15,3.0,1,5.0,1,12,124,35,29,8,10,5,8,0,3,1,1,2,1541,2243,f,0.66,2024,2025-03-18,5.0,Reels,Other,Private,t,f,3,Free,13.5
1532349,Instagram,20,Male,Brazil,Suburban,High,Student,Some college,Married,f,2.9,6.0,Excellent,No,Never,16,10,15.0,156,95,7971,47.0,4,6,4,6.3,3,137.0,6,10,197,88,94,23,30,23,20,5,70,15,21,36,2225,1141,f,0.69,2010,2025-09-01,22.8,Videos,Fitness,Friends only,f,f,3,Free,1.23
1003703,Instagram,23,Male,India,Suburban,Lower-middle,Full-time employed,Master’s,Married,f,4.2,6.8,Average,No,Rarely,5,5,23.5,144,93,7962,33.7,4,4,15,1.3,3,47.0,4,7,146,56,61,12,9,9,8,3,27,11,11,13,1185,2428,f,0.39,2022,2025-05-03,11.8,Live,Food,Public,f,f,0,Free,2.21
37017,Instagram,33,Female,India,Urban,Upper-middle,Freelancer,Some college,Married,f,3.2,6.3,Average,Former,Never,0,1,23.0,129,63,8172,31.1,6,3,9,4.3,4,63.0,8,2,73,55,64,27,7,16,7,3,33,18,14,13,620,1538,f,0.18,2017,2025-12-11,7.9,Videos,Food,Private,t,f,1,Free,1.94
809217,Instagram,46,Male,United Kingdom,Suburban,Upper-middle,Full-time employed,High school,Single,f,2.0,6.7,Poor,No,Rarely,40,8,21.7,131,66,8241,30.6,3,2,15,11.8,4,291.0,19,5,198,150,182,49,48,34,20,4,154,29,68,89,633,1515,f,0.98,2015,2025-10-24,15.3,Mixed,Tech,Public,t,f,2,Free,1.01
18025,Instagram,47,Male,Brazil,Urban,High,Full-time employed,Bachelor’s,Single,f,11.1,8.0,Average,No,Never,1,10,26.5,146,75,7909,51.9,0,3,9,5.4,5,5.0,1,4,41,31,26,2,6,7,6,3,3,1,1,1,2134,4530,f,0.39,2021,2025-08-05,5.0,Stories,Art,Friends only,t,t,4,Free,7.0
202620,Instagram,60,Male,United States,Urban,Lower-middle,Student,High school,Single,t,10.3,6.7,Good,No,Never,38,3,24.0,135,62,7982,61.3,4,5,8,1.5,6,374.0,19,7,276,150,194,56,53,56,33,9,216,101,63,133,651,974,t,0.49,2014,2025-12-04,19.7,Photos,Tech,Private,t,f,1,Premium,0.87
